# RECSRecommendations Upload File,,,,,,,,,,,,,,,,,,,,
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.,,,,,,,,,,,,,,,,,,,,
## RECS,,,,,,,,,,,,,,,,,,,,
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.,,,,,,,,,,,,,,,,,,,,
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.,,,,,,,,,,,,,,,,,,,,
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.,,,,,,,,,,,,,,,,,,,,
##RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.hookline,entity.priceDisplayValue,entity.priceOriginalValue,entity.dealerLocatorUrl,entity.productGroup,entity.brandValueClass,entity.onlineDate,entity.keyBenefits1,entity.keyBenefits2,entity.keyBenefits3,entity.keyBenefits4,entity.keyBenefits5
PKM875DV1D,elektrikli ocaklar,pisirme grubu,PKM875DV1D,//media3.bosch-home.com/Product_Shots/600x600/MCSA01723058_1164931_PKM875DV1D_def.jpg,6735,https://www.bosch-home.com.tr/urun-listesi/pisirme-grubu/ocaklar/elektrikli-ocaklar/PKM875DV1D?breadcrumb=null,0,0,Cam seramik elektrikli ocak: pişirmeyi ve temizlemeyi kolaylaştırır.,6.735-00 TL,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=PKM875DV1D,-,Serie | 8,0,DirectSelect: İstenilen ocak gözünü- gücü ve ek fonksiyonları direk ve basitçe seçme,KonforProfil: Eğimli ön profil ve yanlarda metal şeritlerle zarif- çekici dizayn,PowerBoost: Kaynama süresini 20% kısaltan yüksek güç,PerfectFry: Mükemmel kızartma sonuçları için 5 farklı güç kademesi ile mükemmel sıcaklık sağlar.,Kapatma fonksiyonuna sahip zamanlayıcı: ocağın belirlenen süre sonunda kapanmasını sağlar
KGN76AW30N,alttan donduruculu buzdolaplari,buzdolaplari derin dondurucular,NoFrost- Alttan donduruculu buzdolabı,//media3.bosch-home.com/Product_Shots/600x600/MCSA01016984_F7276_KGN76AW30N_640379_def.jpg,5505,https://www.bosch-home.com.tr/urun-listesi/buzdolaplari-derin-dondurucular/buzdolaplari/alttan-donduruculu-buzdolaplari/KGN76AW30N?breadcrumb=null,0,0,578 litre geniç iç hacme ve VitaFresh plus tazelik sistemine sahip NoFrost XL kombi buzdolabı- yiyecekleriniz için çok daha fazla saklama kapasitesi sunarken iki kata kadar daha uzun süre taze kalmalarını sağlar.,5.505-00 TL,6.714-00 TL,https://www.bosch-home.com.tr/yetkili-saticilar?product=KGN76AW30N,-,Serie | 6,1482879600,A++ enerji sınıfı ile A enerji sınıfı buzdolaplarına göre %40 daha az enerji harcar.,Ayarlanabilir nem kontrol mekanizmasına sahip sürgülü ve tamamen kapanabilen VitaFresh plus çekmecesi sayesinde meyve ve sebzeler en uygun nem oranında iki katına kadar daha uzun süre taze kalır.,"Ayarlanabilir sıcaklık mekanizması sayesinde VitaFresh plus ""<>"" 0°C çekmecesinde kahvaltılıklarınız- et ve balık gibi hassas yiyecekleriniz 2 kata kadar daha uzun süre taze kaldığı gibi ihtiyaç duyulmadığında çekmeceler kolayca çıkartılıp buzdolabınızda daha fazla kullanım alanı yaratılabilir.",Optimum konuma yerleştirilmiş LED yan aydınlatma- meyve ve sebze çekmecesini aydınlatan LED spot aydınlatmayla birlikte buzdolabında çok daha aydınlık bir iç ortam sağlar.,Özel fonksiyon ayarlarına sahip kapıya entegre LCD elektronik hem buzdolabı hem de dondurucu sıcaklığını kolayca ayarlamayı sağlar.
WTW87660TR,isi pompali kurutma makineleri,camasir ve kurutma makineleri,Kurutma Makinesi - Isı pompalı,//media3.bosch-home.com/Product_Shots/600x600/MCSA02302460_WTW87660TR_def.jpg,5658,https://www.bosch-home.com.tr/urun-listesi/camasir-ve-kurutma-makineleri/kurutma-makineleri/isi-pompali-kurutma-makineleri/WTW87660TR?breadcrumb=null,0,0,-,5.658-00 TL,6.708-00 TL,https://www.bosch-home.com.tr/yetkili-saticilar?product=WTW87660TR,9 kg A++,Serie | 6,1515366000,SelfCleaning Condenser™: Kendi kendini temizleyen kondanser ile manuel temizliğe gerek kalmaz ayrıca enerjiden tasarruf etmenizi sağlar.,SensitiveDrying: Özel tambur yapısı ile narin kurutma.,,,
B1ZMX24624,klimalar,klimalar ve ev konforu,B1ZMI24624 iç ünite ile B1ZMA24624 dış üniteyi içerir.,//media3.bosch-home.com/Product_Shots/600x600/MCSA02616986_B1ZMX09624_def.jpg,6687,https://www.bosch-home.com.tr/urun-listesi/klimalar-ve-ev-konforu/klimalar/B1ZMX24624?breadcrumb=null,0,0,Kısa sürede ortamı soğutabilen/ısıtabilen- kolay monte edilebilen yeni klima modeli,6.687-00 TL,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=B1ZMX24624,Yeni enerji yönetmeliğine uygun- inverter A+ enerji sınıfı split klima iç ünite,-,1526594400,Enerji verimlilik değerleri bağımsız Alman test kuruşu TÜV-SÜD tarafından kontrol edilmiş ve onaylanmıştır.,1 Watt standby özelliği ile enerji tasarrufu sağlar. Standby konumunda bir klima 4-5 Watt elektrik tüketimi yaparken- Cihaz standby konumunda otomatik olarak enerji tasarruf konumuna geçerek 1 Watt elektrk harcaması yapar.,İç ünitede 12 farklı fan kademesi sayesinde odada tam istenilen konforda hava akışı sağlanır.,,
KDN75VI30N,ustten donduruculu buzdolaplari,buzdolaplari derin dondurucular,NoFrost- Üstten donduruculu buzdolabı,//media3.bosch-home.com/Product_Shots/600x600/MCSA02618550_i6645_1976914_KDN75VI20B_def.jpg,5607,https://www.bosch-home.com.tr/urun-listesi/buzdolaplari-derin-dondurucular/buzdolaplari/ustten-donduruculu-buzdolaplari/KDN75VI30N?breadcrumb=null,0,0,597 litre iç hacme ve VitaFresh tazelik sistemine sahip NoFrost üstten donduruculu XXL buzdolabı- kalabalık aileler ve haftalık alışveriş yapanlar için daha fazla saklama kapasitesi sunarken yiyeceklerin daha uzun süre taze kalmalarını sağlar.,5.607-00 TL,6.648-00 TL,https://www.bosch-home.com.tr/yetkili-saticilar?product=KDN75VI30N,-,Serie | 4,1538344800,Ayarlanabilir nem kontrol mekanizması sayesinde VitaFresh çekmecesinde meyve ve sebzeler daha uzun süre taze kalır.,"Buzdolabının diğer bölümlerine göre daha soğuk olan VitaFresh ""<>"" 0°C çekmecesi sayesinde kahvaltılıklarınız- et ve balık gibi hassas yiyecekleriniz 2 kata kadar daha uzun süre taze kalır.",Buzdolabının her noktasını direkt aydınlatan- optimum konumu sayesinde gölgelenmeyi engellediği gibi aydınlık bir iç ortam sunan LED aydınlatmanın cihazın ömrü boyunca değiştirilmesi de gerekmez.,Kapıya entegre LED elektronik sayesinde hem buzdolabı hem de dondurucu bölümündeki yiyeceklerin uygun sıcaklığını kolayca ayarlanabilirsiniz.,A++ enerji sınıfı ile A sınıfı buzdolaplarına göre %40 daha az enerji harcar.
WVG30440TR,washerdryers2,camasir ve kurutma makineleri,Kurutmalı Çamaşır Makinesi,//media3.bosch-home.com/Product_Shots/600x600/MCSA02251606_WVG30440TR_def.jpg,5524,https://www.bosch-home.com.tr/urun-listesi/camasir-ve-kurutma-makineleri/kurutmali-camasir-makineleri/washerdryers2/WVG30440TR?breadcrumb=null,0,0,-,5.524-00 TL,6.549-00 TL,https://www.bosch-home.com.tr/yetkili-saticilar?product=WVG30440TR,Wash&Dry 8/5 kg,Serie | 6,1526594400,EcoSilence Drive™: 10 yıl garantili- uzun ömürlü motor. Sessiz çalışır ve enerji verimliliği yüksektir.,"Alerjen bünyeler ve çocuklar için geliştirilmiş ""AllergyPlus&Baby"" programı",VarioPerfect™: %65* e varan oranda zaman; %50** ye varan oranda enerji tasarrufu. (*Pamuklular 40°C programında SpeedPerfect seçeneği ile program süresi karşılaştırması- ** Pamuklular 40°C programında EcoPerfect seçeneği ile enerji tüketimi karşılaştırması),,
HBG655NW1,ankastre firinlar,pisirme grubu,Beyaz,//media3.bosch-home.com/Product_Shots/600x600/MCSA00766721_411057_HBG655HW1_2_def.jpg,6514,https://www.bosch-home.com.tr/urun-listesi/pisirme-grubu/ankastre-firinlar/ankastre-firinlar/HBG655NW1?breadcrumb=null,0,0,Ankastre fırın: mükemmel pişirme performansı,6.514-00 TL,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=HBG655NW1,-,Serie | 8,0,4D hot Air: her raf seviyesinde mükemmel sonuçlar için homojen ısı dağılımı,AutoPilot 10: Önceden tanımlanmış olan 10 adet otomatik program sayesinde mükemmel sonuçlar,TFT ekran: control ring sayesinde kolay kullanım,EcoClean Direct: kirleri emen özel kaplama sayesinde artık temizliğe gerek yok,ColorGlass: paslanmaz çeliğe alternatif olarak parlak beyaz cam
KGN56VI30N,alttan donduruculu buzdolaplari,buzdolaplari derin dondurucular,NoFrost- Alttan donduruculu buzdolabı,//media3.bosch-home.com/Product_Shots/600x600/MCSA02016984_H4040_KGN56VI30N_1411349_STP_zu_cmyk_def.jpg,5209,https://www.bosch-home.com.tr/urun-listesi/buzdolaplari-derin-dondurucular/buzdolaplari/alttan-donduruculu-buzdolaplari/KGN56VI30N?breadcrumb=null,0,0,559 litrelik geniş iç hacimli kombi buzdolabı VitaFresh özelliği sayesinde daha uzun süre tazelik sunar,5.209-00 TL,6.440-00 TL,https://www.bosch-home.com.tr/yetkili-saticilar?product=KGN56VI30N,-,Serie | 4,1503266400,Enerji verimliliği A++: çok tasarruflu soğutma yapar.,VitaFresh: meyve ve sebzeler için ayarlanabilir nem seviyesi- et ve balıklar için de ekstra düşük sıcaklık sayesinde yiyecekleri daha uzun süre taze tutar,NoFrost: buz oluşmasına karşı mükemmel koruma sayesinde zaman ve enerji tüketen buz çözdürme işlemine bir daha hiç gerek kalmaz.,MultiAirflow: buzdolabı içindeki her noktada eşit oranda soğukluk sağlanır-böylece gıdalar daha uzun süre taze kalır.,AirFresh filtre düzenli hava akımı sayesinde yoğun kokulu gıdalardan gelen kokunun buzdolabınn içinde yayılmasını engeller.
WTW87461TR,isi pompali kurutma makineleri,camasir ve kurutma makineleri,Kurutma Makinesi - Isı pompalı,//media3.bosch-home.com/Product_Shots/600x600/MCSA02075289_WTW87461TR_def.jpg,5425,https://www.bosch-home.com.tr/urun-listesi/camasir-ve-kurutma-makineleri/kurutma-makineleri/isi-pompali-kurutma-makineleri/WTW87461TR?breadcrumb=null,0,0,-,5.425-00 TL,6.432-00 TL,https://www.bosch-home.com.tr/yetkili-saticilar?product=WTW87461TR,9 kg A++,Serie | 6,1508191200,SelfCleaning Condenser™: Kendi kendini temizleyen kondanser ile manuel temizliğe gerek kalmaz ayrıca enerjiden tasarruf etmenizi sağlar.,Hızlı kurutma: kg başına 35 dk. kurutma süresi ile daha hızlı kurutma.,,,
WTW85420TR,isi pompali kurutma makineleri,camasir ve kurutma makineleri,SelfCleaning Condenser,//media3.bosch-home.com/Product_Shots/600x600/MCSA02716257_WTW85420TR_def.jpg,5425,https://www.bosch-home.com.tr/urun-listesi/camasir-ve-kurutma-makineleri/kurutma-makineleri/isi-pompali-kurutma-makineleri/WTW85420TR?breadcrumb=null,0,0,-,5.425-00 TL,6.432-00 TL,https://www.bosch-home.com.tr/yetkili-saticilar?product=WTW85420TR,Kurutma Makinesi - Isı pompalı,Serie | 6,1550012400,SelfCleaning Condenser™: Kendi kendini temizleyen kondanser ile manuel temizliğe gerek kalmaz ayrıca enerjiden tasarruf etmenizi sağlar.,SensitiveDrying: Özel tambur yapısı ile narin kurutma.,,,
B1ZMX24100,klimalar,klimalar ve ev konforu,Ev Tipi- 24.000 Btu Sınıfı- İnverter A+ Enerji Sınıfı Klima.,//media3.bosch-home.com/Product_Shots/600x600/MCSA01743306_B1ZMI12100_def.jpg,6352,https://www.bosch-home.com.tr/urun-listesi/klimalar-ve-ev-konforu/klimalar/B1ZMX24100?breadcrumb=null,0,0,-,6.352-00 TL,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=B1ZMX24100,B1ZMI24100 iç ünite ile B1ZMA24100 dış üniteyi içerir.,-,1516834800,Enerji verimlilik değerleri bağımsız Alman test kuruşu TÜV-SÜD tarafından kontrol edilmiş ve onaylanmıştır.,1 Watt standby özelliği ile enerji tasarrufu sağlar. Standby konumunda bir klima 4-5 Watt elektrik tüketimi yaparken- Cihaz standby konumunda otomatik olarak enerji tasarruf konumuna geçerek 1 Watt elektrk harcaması yapar.,İç ünitede 12 farklı fan kademesi sayesinde odada tam istenilen konforda hava akışı sağlanır.,,
KDN56PW32N,ustten donduruculu buzdolaplari,buzdolaplari derin dondurucular,NoFrost- Üstten donduruculu buzdolabı,//media3.bosch-home.com/Product_Shots/600x600/MCSA01876592_G9450_KDN56PW32N_1294952_def.jpg,5307,https://www.bosch-home.com.tr/urun-listesi/buzdolaplari-derin-dondurucular/buzdolaplari/ustten-donduruculu-buzdolaplari/KDN56PW32N?breadcrumb=null,0,0,507 litre iç hacme ve VitaFresh plus tazelik sistemine sahip NoFrost üstten donduruculu buzdolabı- yiyecekleriniz için daha fazla saklama kapasitesi ve iki kata kadar daha uzun süre tazelik sunar.,5.307-00 TL,6.293-00 TL,https://www.bosch-home.com.tr/yetkili-saticilar?product=KDN56PW32N,-,Serie | 6,1482879600,Ayarlanabilir nem kontrol mekanizmasına sahip sürgülü ve tamamen kapanabilen VitaFresh plus çekmecesi sayesinde meyve ve sebzeler en uygun nem oranında iki katına kadar daha uzun süre taze kalır.,"Ayarlanabilir sıcaklık mekanizması sayesinde VitaFresh plus ""<>"" 0°C çekmecesinde kahvaltılıklarınız- et ve balık gibi hassas yiyecekleriniz 2 kata kadar daha uzun süre taze kaldığı gibi ihtiyaç duyulmadığında çekmeceler kolayca çıkartılıp buzdolabınızda daha fazla kullanım alanı yaratılabilir.",Optimum konumu sayesinde aydınlık bir iç ortam sunarken gölgelenmeyi de engelleyen LED aydınlatmanın cihazın ömrü boyunca değiştirilmesi gerekmez.,Özel fonksiyon ayarlarına sahip kapıya entegre LCD elektronik hem buzdolabı hem de dondurucu sıcaklığını kolayca ayarlamayı sağlar.,A++ enerji sınıfı ile A enerji sınıfı buzdolaplarına göre %40 daha az enerji harcar.
KGN57PW23N,alttan donduruculu buzdolaplari,buzdolaplari derin dondurucular,NoFrost- Alttan donduruculu buzdolabı,//media3.bosch-home.com/Product_Shots/600x600/MCSA02518372_i4760_1890489_KGN57PW23N_STP_closed_cmyk_def.jpg,5306,https://www.bosch-home.com.tr/urun-listesi/buzdolaplari-derin-dondurucular/buzdolaplari/alttan-donduruculu-buzdolaplari/KGN57PW23N?breadcrumb=null,0,0,505 litre iç hacme ve VitaFresh plus tazelik sistemine sahip NoFrost kombi buzdolabı- yiyecekleriniz için geniş hacim ve iki kata kadar daha uzun süre tazelik sunar.,5.306-00 TL,6.291-00 TL,https://www.bosch-home.com.tr/yetkili-saticilar?product=KGN57PW23N,-,Serie | 6,1523829600,Ayarlanabilir nem kontrol mekanizmasına sahip sürgülü ve tamamen kapanabilen VitaFresh plus çekmecesi sayesinde meyve ve sebzeler en uygun nem oranında iki katına kadar daha uzun süre taze kalır.,"Ayarlanabilir sıcaklık mekanizması sayesinde VitaFresh plus ""<>"" 0°C çekmecesinde kahvaltılıklarınız- et ve balık gibi hassas yiyecekleriniz 2 kata kadar daha uzun süre taze kaldığı gibi ihtiyaç duyulmadığında çekmeceler kolayca çıkartılıp buzdolabınızda daha fazla kullanım alanı yaratılabilir.",Optimum konumu sayesinde aydınlık bir iç ortam sunarken gölgelenmeyi de engelleyen LED aydınlatmanın cihazın ömrü boyunca değiştirilmesi gerekmez.,Kapıya entegre LED elektronik sayesinde hem buzdolabı hem de dondurucu sıcaklığı kolayca ayarlanabilir.,A+ enerji sınıfı ile A enerji sınıfı buzdolaplarına göre %20 daha az enerji harcar.
KGN76DW30N,alttan donduruculu buzdolaplari,buzdolaplari derin dondurucular,NoFrost- Alttan donduruculu buzdolabı,//media3.bosch-home.com/Product_Shots/600x600/MCSA02464334_i3650_1839157_KGN76DW30N_cmyk_def.jpg,5105,https://www.bosch-home.com.tr/urun-listesi/buzdolaplari-derin-dondurucular/buzdolaplari/alttan-donduruculu-buzdolaplari/KGN76DW30N?breadcrumb=null,0,0,578 litre geniç iç hacme ve VitaFresh plus tazelik sistemine sahip NoFrost XL kombi buzdolabı- yiyecekleriniz için çok daha fazla saklama kapasitesi sunarken iki kata kadar daha uzun süre taze kalmalarını sağlar.,5.105-00 TL,6.282-00 TL,https://www.bosch-home.com.tr/yetkili-saticilar?product=KGN76DW30N,-,Serie | 6,1522360800,Ayarlanabilir nem kontrol mekanizmasına sahip sürgülü ve tamamen kapanabilen VitaFresh plus çekmecesi sayesinde meyve ve sebzeler en uygun nem oranında iki katına kadar daha uzun süre taze kalır.,"Ayarlanabilir sıcaklık mekanizması sayesinde VitaFresh plus ""<>"" 0°C çekmecesinde kahvaltılıklarınız- et ve balık gibi hassas yiyecekleriniz 2 kata kadar daha uzun süre taze kaldığı gibi ihtiyaç duyulmadığında çekmeceler kolayca çıkartılıp buzdolabınızda daha fazla kullanım alanı yaratılabilir.",Optimum konuma yerleştirilmiş LED yan aydınlatma- meyve ve sebze çekmecesini aydınlatan LED spot aydınlatmayla birlikte buzdolabında çok daha aydınlık bir iç ortam sağlar.,A++ enerji sınıfı ile A enerji sınıfı buzdolaplarına göre %40 daha az enerji harcar.,
HBG655NS1,ankastre firinlar,pisirme grubu,Inox,//media3.bosch-home.com/Product_Shots/600x600/MCSA00766678_411037_HBG655BS1_def.jpg,6268,https://www.bosch-home.com.tr/urun-listesi/pisirme-grubu/ankastre-firinlar/ankastre-firinlar/HBG655NS1?breadcrumb=null,0,0,Ankastre fırın: mükemmel pişirme performansı,6.268-00 TL,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=HBG655NS1,-,Serie | 8,0,4D hot Air: her raf seviyesinde mükemmel sonuçlar için homojen ısı dağılımı,AutoPilot 10: Önceden tanımlanmış olan 10 adet otomatik program sayesinde mükemmel sonuçlar,TFT ekran: control ring sayesinde kolay kullanım,Daha az enerji tüketimi ile mükemmel pişirme sonuçları.,
HBG655NB1,ankastre firinlar,pisirme grubu,Siyah,//media3.bosch-home.com/Product_Shots/600x600/MCSA00766719_411056_HBG655BB1_def.jpg,6268,https://www.bosch-home.com.tr/urun-listesi/pisirme-grubu/ankastre-firinlar/ankastre-firinlar/HBG655NB1?breadcrumb=null,0,0,Ankastre fırın: mükemmel pişirme performansı,6.268-00 TL,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=HBG655NB1,-,Serie | 8,0,4D hot Air: her raf seviyesinde mükemmel sonuçlar için homojen ısı dağılımı,AutoPilot 10: Önceden tanımlanmış olan 10 adet otomatik program sayesinde mükemmel sonuçlar,TFT ekran: control ring sayesinde kolay kullanım,EcoClean Direct: kirleri emen özel kaplama sayesinde artık temizliğe gerek yok,ColorGlass: Paslanmaz çeliğe alternatif olarak parlak siyah cam
SMI88TS06T,60cm genisliginde bulasik makineleri,bulasik makineleri,Yarı-Ankastre Bulaşık Makinesi 8 Program Home Connect Inox,//media3.bosch-home.com/Product_Shots/600x600/MCSA01775761_G6898_SMI88TS06T_1208382_CMYK_def.jpg,6196,https://www.bosch-home.com.tr/urun-listesi/bulasik-makineleri/ankastre-bulasik-makineleri/60cm-genisliginde-bulasik-makineleri/SMI88TS06T?breadcrumb=null,0,0,Home Connect özelliği ve Zeolith® Kurutma Teknolojili Bulaşık Makinesi: Zor kuruyan plastik kaplarda bile hızlı ve mükemmel kurutma sağlar.,6.196-00 TL,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=SMI88TS06T,-,Serie | 8,1488236400,Enerji Verimliliği Sınıfı A+++ : En düşük enerji sınıfı- en yüksek tasarruf.,VarioFlex Pro sepetler ve VarioDrawer Pro: her seviyede maksimum esneklik ve geniş yükleme alanı sayesinde daha fazla kullanım alanı sağlar.,TFT ön ekran- programları- kalan süreyi- tüketimi ve dolum seviyelerini tek bir ekranda detaylı olarak görme ve kolayca kontrol etme imkanı verir.,Home Connect uygulamasıyla bulaşık makinenizi uzaktan kontrol edebilir- EasyStart ile bulaşıklarınız için en doğru program önerisine göre yıkamayı başlatabilirsiniz.,Çok sessiz- sadece 44 dB.
WAW2856XTR,camasir makineleri,camasir ve kurutma makineleri,Çamaşır Makinesi,//media3.bosch-home.com/Product_Shots/600x600/MCSA00788431_WAW2856XTR_def.jpg,5219,https://www.bosch-home.com.tr/urun-listesi/camasir-ve-kurutma-makineleri/camasir-makineleri/camasir-makineleri/WAW2856XTR?breadcrumb=null,0,0,-,5.219-00 TL,6.189-00 TL,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAW2856XTR,9 kg 1400 devir A+++,Serie | 8,0,EcoSilence Drive™: 10 yıl garantili- uzun ömürlü motor. Sessiz çalışır ve enerji verimliliği yüksektir.,Leke çıkarma: En çok karşılaşılan 4 lekeyi çıkarır.,,,
KDN75VW30N,ustten donduruculu buzdolaplari,buzdolaplari derin dondurucular,NoFrost- Üstten donduruculu buzdolabı,//media3.bosch-home.com/Product_Shots/600x600/MCSA02618565_i6650_1976925_KDN75VW20B_def.jpg,5112,https://www.bosch-home.com.tr/urun-listesi/buzdolaplari-derin-dondurucular/buzdolaplari/ustten-donduruculu-buzdolaplari/KDN75VW30N?breadcrumb=null,0,0,597 litre iç hacme ve VitaFresh tazelik sistemine sahip NoFrost üstten donduruculu XXL buzdolabı- kalabalık aileler ve haftalık alışveriş yapanlar için daha fazla saklama kapasitesi sunarken yiyeceklerin daha uzun süre taze kalmalarını sağlar.,5.112-00 TL,6.060-00 TL,https://www.bosch-home.com.tr/yetkili-saticilar?product=KDN75VW30N,-,Serie | 4,1542063600,A++ enerji sınıfı ile A sınıfı buzdolaplarına göre %40 daha az enerji harcar.,Ayarlanabilir nem kontrol mekanizması sayesinde VitaFresh çekmecesinde meyve ve sebzeler daha uzun süre taze kalır.,"Buzdolabının diğer bölümlerine göre daha soğuk olan VitaFresh ""<>"" 0°C çekmecesi sayesinde kahvaltılıklarınız- et ve balık gibi hassas yiyecekleriniz 2 kata kadar daha uzun süre taze kalır.",Buzdolabının her noktasını direkt aydınlatan- optimum konumu sayesinde gölgelenmeyi engellediği gibi aydınlık bir iç ortam sunan LED aydınlatmanın cihazın ömrü boyunca değiştirilmesi de gerekmez.,Kapıya entegre LED elektronik sayesinde hem buzdolabı hem de dondurucu bölümündeki yiyeceklerin uygun sıcaklığını kolayca ayarlanabilirsiniz.
KDN65VI20N,ustten donduruculu buzdolaplari,buzdolaplari derin dondurucular,NoFrost- Üstten donduruculu buzdolabı,//media3.bosch-home.com/Product_Shots/600x600/MCSA02618507_i6632_1976873_KDN65VI208_def.jpg,5112,https://www.bosch-home.com.tr/urun-listesi/buzdolaplari-derin-dondurucular/buzdolaplari/ustten-donduruculu-buzdolaplari/KDN65VI20N?breadcrumb=null,0,0,526 litre iç hacme ve VitaFresh tazelik sistemine sahip NoFrost üstten donduruculu XL buzdolabı- kalabalık aileler ve haftalık alışveriş yapanlar için daha fazla saklama kapasitesi sunarken yiyeceklerin daha uzun süre taze kalmalarını sağlar.,5.112-00 TL,6.060-00 TL,https://www.bosch-home.com.tr/yetkili-saticilar?product=KDN65VI20N,-,Serie | 4,1538344800,Ayarlanabilir nem kontrol mekanizması sayesinde VitaFresh çekmecesinde meyve ve sebzeler daha uzun süre taze kalır.,"Buzdolabının diğer bölümlerine göre daha soğuk olan VitaFresh ""<>"" 0°C çekmecesi sayesinde kahvaltılıklarınız- et ve balık gibi hassas yiyecekleriniz 2 kata kadar daha uzun süre taze kalır.",Kapıya entegre LED elektronik sayesinde hem buzdolabı hem de dondurucu sıcaklığı kolayca ayarlanabilir.,NoFrost: buz oluşmasına karşı mükemmel koruma sayesinde zaman ve enerji tüketen buz çözdürme işlemine bir daha hiç gerek kalmaz.,A+ enerji sınıfı ile A enerji sınıfı buzdolaplarına göre %20 daha az enerji harcar.
B1ZMX12922,klimalar,klimalar ve ev konforu,Ev Tipi- 12.000 Btu Sınıfı- İnverter A++ Enerji Sınıfı Klima.,//media3.bosch-home.com/Product_Shots/600x600/MCSA01750200_20160422_025_def.jpg,6044,https://www.bosch-home.com.tr/urun-listesi/klimalar-ve-ev-konforu/klimalar/B1ZMX12922?breadcrumb=null,0,0,V- Dizayn tasarım sayesinde çalışma moduna göre klimanın yan tarafında mavi ya da kırmızı ışık yanar,6.044-00 TL,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=B1ZMX12922,B1ZMI12922 iç ünite ile B1ZMA12922 dış üniteyi içerir.,-,1516834800,Wi-Fi Kontrol: ister akıllı telefonunuzdan ister bilgisayarınızdan internet üzerinden bulunduğunuz yerden - uzaktan kumanda ile yaptığınız tüm işlemleri yapabilir- odalarınızı eve ulaşmadan ısıtır/soğutabilirsiniz.,Soğutmada Enerji Verimlilik Sınıfı : A++,Odanın ışığı kapatıldığında fan sesi minimuma indirilir ve tüm ekran ışıkları otomatikman kısılır.,İç ünitenin yanlarında ısıtmada kırmızı- soğutmada mavi renkli ışık yanarak çalışma modu belirtilir.,Süper iyonizer özelliği sayesinde bakteriler hızla yok edilir. Toz- koku-polen parçacıkları yok edilerek ortam havasına tazelik katılır.
B1ZMX18810,klimalar,klimalar ve ev konforu,Ev Tipi- 18.000 Btu Sınıfı- İnverter A++ Enerji Sınıfı Klima.,//media3.bosch-home.com/Product_Shots/600x600/MCSA02082179_IMG_9865_def.jpg,5995,https://www.bosch-home.com.tr/urun-listesi/klimalar-ve-ev-konforu/klimalar/B1ZMX18810?breadcrumb=null,0,0,Yaratıcı ECO modu sayesinde 8 saat boyunca %60 daha az elektrik harcayarak konforlu bir uyku çekebilirsiniz.,5.995-00 TL,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=B1ZMX18810,B1ZMI18810 iç ünite ile B1ZMA18810 dış üniteyi içerir.,-,1516834800,Wi-Fi Kontrol: ister akıllı telefonunuzdan ister bilgisayarınızdan internet üzerinden bulunduğunuz yerden - uzaktan kumanda ile yaptığınız tüm işlemleri yapabilir- odalarınızı eve ulaşmadan ısıtır/soğutabilirsiniz.,Soğutmada Enerji Verimlilik Sınıfı : A++,Enerji verimlilik değerleri bağımsız Alman test kuruşu TÜV-SÜD tarafından kontrol edilmiş ve onaylanmıştır.,İki renkli gizli display: ısıtmada panelde kırmızı- soğutmada ise mavi renk belirir.,
