# RECSRecommendations Upload File,,,,,,,,,,,,,,,,,,,,
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.,,,,,,,,,,,,,,,,,,,,
## RECS,,,,,,,,,,,,,,,,,,,,
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.,,,,,,,,,,,,,,,,,,,,
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.,,,,,,,,,,,,,,,,,,,,
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.,,,,,,,,,,,,,,,,,,,,
##RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.hookline,entity.priceDisplayValue,entity.priceOriginalValue,entity.dealerLocatorUrl,entity.productGroup,entity.brandValueClass,entity.onlineDate,entity.keyBenefits1,entity.keyBenefits2,entity.keyBenefits3,entity.keyBenefits4,entity.keyBenefits5
WAT28460TR,arsiv,arsiv,Çamaşır Makinesi,//media3.bosch-home.com/Product_Shots/600x600/MCSA00788389_WAT28460TR_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAT28460TR?breadcrumb=null,0,0,-,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAT28460TR,-,Serie | 6,0,EcoSilence Drive™: 10 yıl garantili- uzun ömürlü motor. Sessiz çalışır ve enerji verimliliği yüksektir.,%65 e varan oranda zaman; %50 ye varan oranda enerji tasarrufu.,,,
WAT24780TR,camasir makineleri,camasir ve kurutma makineleri,Çamaşır Makinesi,//media3.bosch-home.com/Product_Shots/600x600/MCSA02877866_WAT24780TR_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/camasir-ve-kurutma-makineleri/camasir-makineleri/camasir-makineleri/WAT24780TR?breadcrumb=null,0,0,sensoFresh,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAT24780TR,9 kg 1200 devir A+++,Serie | 6,0,DirectSelect (Dokunmatik LED ekran) ve ışıklandırılmış on/off fonksiyonlu program düğmesi ile kolay program seçimi.,VarioDrum: Özel tambur yapısı sayesinde hassas ve efektif yıkama,EcoSilence Drive™: 10 yıl garantili- uzun ömürlü motor. Sessiz çalışır ve enerji verimliliği yüksektir.,,
WAT24662TR,camasir makineleri,camasir ve kurutma makineleri,Çamaşır Makinesi,//media3.bosch-home.com/Product_Shots/600x600/MCSA01752897_WAT24662TR_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/camasir-ve-kurutma-makineleri/camasir-makineleri/camasir-makineleri/WAT24662TR?breadcrumb=null,0,0,-,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAT24662TR,8 kg 1200 devir A+++,Serie | 6,1518390000,VarioDrum: Özel tambur yapısı sayesinde hassas ve efektif yıkama,DirectSelect (Dokunmatik LED ekran) ve ışıklandırılmış on/off fonksiyonlu program düğmesi ile kolay program seçimi.,EcoSilence Drive™: 10 yıl garantili- uzun ömürlü motor. Sessiz çalışır ve enerji verimliliği yüksektir.,,
WAT24661TR,arsiv,arsiv,Çamaşır Makinesi,//media3.bosch-home.com/Product_Shots/600x600/MCSA00949580_WAT24661TR_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAT24661TR?breadcrumb=null,0,0,Mükemmel yıkama sonuçları için akıllı dozaj sistemi,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAT24661TR,-,Serie | 6,0,i-DOS™: Mükemmel yıkama sonuçları için tam otomatik hassasiyette likid deterjan dozaj sistemi.,DirectSelect (Dokunmatik LED ekran) ve ışıklandırılmış on/off fonksiyonlu program düğmesi ile kolay program seçimi.,EcoSilence Drive™: 10 yıl garantili- uzun ömürlü motor. Sessiz çalışır ve enerji verimliliği yüksektir.,,
WAT24660TR,arsiv,arsiv,Otomatik çamaşır makinesi,//media3.bosch-home.com/Product_Shots/600x600/MCSA00788380_WAT24660TR_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAT24660TR?breadcrumb=null,0,0,-,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAT24660TR,-,Serie | 8,0,i-Dos™: Minimum tüketim maksimum verim ile mükemmel yıkama sonuçları.,A+++ -30% Enerji sınıfı ile en üst enerji sınıfından %30 daha tasarruflu.,EcoSilence Drive™:Enerji verimli ve uzun ömürlü motor- aynı zamandan makinanın son derece sessiz çalışmasını sağlar.,,
WAT24460TR,arsiv,arsiv,Çamaşır Makinesi,//media3.bosch-home.com/Product_Shots/600x600/MCSA00788376_WAT24460TR_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAT24460TR?breadcrumb=null,0,0,-,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAT24460TR,8 kg 1200 devir A+++,Serie | 6,1515106800,EcoSilence Drive™: 10 yıl garantili- uzun ömürlü motor. Sessiz çalışır ve enerji verimliliği yüksektir.,Enerji tüketim göstergesi: Seçilen programa göre enerji tüketim bilgisi.,VarioPerfect: %65* e varan oranda zaman; %50** ye varan oranda enerji tasarrufu. (*Pamuklular 40°C programında SpeedPerfect seçeneği ile program süresi karşılaştırması- ** Pamuklular 40°C programında EcoPerfect seçeneği ile enerji tüketimi karşılaştırması),,
WAS28840TR,arsiv,arsiv,Otomatik çamaşır makinesi,//media3.bosch-home.com/Product_Shots/600x600/MCSA049417_WAS28840TR_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAS28840TR?breadcrumb=null,0,0,Logixx iDos serisi; akıllı dozajlama sistemi ile en verimli su ve deterjan tüketimini sağlar.,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAS28840TR,-,Serie | 8,0,i-Dos™: Minimum tüketim maksimum verim ile mükemmel yıkama sonuçları.,EcoSilence Drive™:Enerji verimli ve 10 yıl garantili uzun ömürlü motor- aynı zamandan makinanın son derece sessiz çalışmasını sağlar.,A+++ enerji verimlilik seviyesi.,%65 e varan oranda zaman; %50 ye varan oranda enerji tasarrufu.,VarioSoft™ Drum: Damla şeklindeki tambur yapısı ile hassas veya güçlü yıkama gerçekleşir.
WAS28740OE,arsiv,arsiv,Bosch Logixx 8 Sensitive,//media3.bosch-home.com/Product_Shots/600x600/MCSA027123_WAS28740OE_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAS28740OE?breadcrumb=null,0,0,-,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAS28740OE,Otomatik çamaşır makinesi,-,0,Enerji Etiketi: A / A / B,8 kg kapasite,Devir sayısı: 400 - 1400 dev/dak,Aqua Stop,
WAS247B3TR,arsiv,arsiv,Otomatik çamaşır makinesi,//media3.bosch-home.com/Product_Shots/600x600/MCSA00419072_WAS247B3TR_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAS247B3TR?breadcrumb=null,0,0,Logixx serisi benzersiz VarioSoft™ drum yapısı ile 9kg ye kadar olan çamaşırlarınızı son derece hassas yıkar.,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAS247B3TR,-,Serie | 8,0,VarioSoft™ Drum: Damla şeklindeki tambur yapısı ile hassas veya güçlü yıkama gerçekleşir.,EcoSilence Drive™:Enerji verimli ve 10 yıl garantili uzun ömürlü motor- aynı zamandan makinanın son derece sessiz çalışmasını sağlar.,A+++ enerji verimlilik seviyesi.,%65 e varan oranda zaman; %50 ye varan oranda enerji tasarrufu.,ActiveWater™ Plus: Hassas sensör sistemi ile çamaşır miktarına göre en verimli su tüketimini sağlar.
WAS24765TR,arsiv,arsiv,Otomatik çamaşır makinesi,//media3.bosch-home.com/Product_Shots/600x600/MCSA00419074_WAS24765TR_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAS24765TR?breadcrumb=null,0,0,Logixx serisi benzersiz VarioSoft™ drum yapısı ile 9kg ye kadar olan çamaşırlarınızı son derece hassas yıkar.,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAS24765TR,-,Serie | 8,0,VarioSoft™ Drum: Damla şeklindeki tambur yapısı ile hassas veya güçlü yıkama gerçekleşir.,EcoSilence Drive™:Enerji verimli ve 10 yıl garantili uzun ömürlü motor- aynı zamandan makinanın son derece sessiz çalışmasını sağlar.,A+++ enerji verimlilik seviyesi.,%65 e varan oranda zaman; %50 ye varan oranda enerji tasarrufu.,ActiveWater™ Plus: Hassas sensör sistemi ile çamaşır miktarına göre en verimli su tüketimini sağlar.
WAS24322TR,arsiv,arsiv,Otomatik çamaşır makinesi,//media3.bosch-home.com/Product_Shots/600x600/MCSA00464744_WAS24322TR_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAS24322TR?breadcrumb=null,0,0,Logixx EcoSilence Drive™ motor ile sessiz ve uzun ömürlü performans.,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAS24322TR,-,Serie | 8,0,EcoSilence Drive™:Enerji verimli ve uzun ömürlü motor- aynı zamandan makinanın son derece sessiz çalışmasını sağlar.,A+++ -10% enerji sınıfı ile en üst enerji sınıfından %10 daha tasarruflu.,VarioSoft™ Drum: Damla şeklindeki tambur yapısı ile hassas veya güçlü yıkama gerçekleşir.,ActiveWater™ Plus: Hassas sensör sistemi ile çamaşır miktarına göre en verimli su tüketimini sağlar.,
WAQ2448STR,arsiv,arsiv,Avantixx 8 VarioPerfect,//media3.bosch-home.com/Product_Shots/600x600/MCSA00702167_WAQ2448STR_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAQ2448STR?breadcrumb=null,0,0,Avantixx serisi ActiveWater™PLUS ile çamaşır miktarına göre su tüketimini sağlar; ne bir damla fazla ne bir damla az.,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAQ2448STR,Otomatik çamaşır makinesi,Serie | 6,0,ActiveWater™ Plus: Hassas sensör sistemi ile çamaşır miktarına göre en verimli su tüketimini sağlar.,A+++ -10% enerji sınıfı ile en üst enerji sınıfından %10 daha tasarruflu.,"Alerjen bünyeler ve çocuklar için geliştirilmiş ECARF sertifikalı ""AllergyPlus&Baby"" programı",WaveDrum™: Dalga yapılı tambur ile güçlü veya narin yıkama.,%65 e varan oranda zaman; %50 ye varan oranda enerji tasarrufu.
WAQ24481TR,arsiv,arsiv,Avantixx 8 VarioPerfect,//media3.bosch-home.com/Product_Shots/600x600/MCSA00635631_WAQ24481TR_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAQ24481TR?breadcrumb=null,0,0,Avantixx serisi ActiveWater™PLUS ile çamaşır miktarına göre su tüketimini sağlar; ne bir damla fazla ne bir damla az.,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAQ24481TR,Otomatik çamaşır makinesi,Serie | 6,0,ActiveWater™ Plus: Hassas sensör sistemi ile çamaşır miktarına göre en verimli su tüketimini sağlar.,A+++ -10% enerji sınıfı ile en üst enerji sınıfından %10 daha tasarruflu.,"Alerjen bünyeler ve çocuklar için geliştirilmiş ECARF sertifikalı ""AllergyPlus&Baby"" programı",WaveDrum™: Dalga yapılı tambur ile güçlü veya narin yıkama.,%65 e varan oranda zaman; %50 ye varan oranda enerji tasarrufu.
WAQ24461TR,arsiv,arsiv,Avantixx7 VarioPerfect,//media3.bosch-home.com/Product_Shots/600x600/MCSA00635481_WAQ24461TR_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAQ24461TR?breadcrumb=null,0,0,Avantixx serisi ActiveWater™PLUS ile çamaşır miktarına göre su tüketimini sağlar; ne bir damla fazla ne bir damla az.,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAQ24461TR,Otomatik çamaşır makinesi,Serie | 6,0,ActiveWater™ Plus: Hassas sensör sistemi ile çamaşır miktarına göre en verimli su tüketimini sağlar.,A+++ -10% enerji sınıfı ile en üst enerji sınıfından %10 daha tasarruflu.,"Alerjen bünyeler ve çocuklar için geliştirilmiş ECARF sertifikalı ""AllergyPlus&Baby"" programı",WaveDrum™: Dalga yapılı tambur ile güçlü veya narin yıkama.,VarioPerfect™ ile %65 e varan oranda zaman; %50 ye varan oranda enerji tasarrufu.
WAQ2049XTR,arsiv,arsiv,Otomatik çamaşır makinesi,//media3.bosch-home.com/Product_Shots/600x600/MCSA00826795_WAQ2049XTR_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAQ2049XTR?breadcrumb=null,0,0,10 yıl garantili SilencePlus™ motoru ile sessiz ve uzun ömürlü performas sağlar.,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAQ2049XTR,-,Serie | 6,0,10 yıl garantili EcoSilence Drive™:Enerji verimli ve uzun ömürlü motor- aynı zamandan makinanın son derece sessiz çalışmasını sağlar.,A+++ -30% Enerji sınıfı ile en üst enerji sınıfından %30 daha tasarruflu.,VarioPerfect™: %65 daha az zaman yada %50 az enerji – terciğe göre program seçenekleri.,,
WAQ2048XTR,arsiv,arsiv,Avantixx 8 VarioPerfect,//media3.bosch-home.com/Product_Shots/600x600/MCSA00632708_WAQ2048XTR_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAQ2048XTR?breadcrumb=null,0,0,Avantixx serisi ActiveWater™PLUS ile çamaşır miktarına göre su tüketimini sağlar; ne bir damla fazla ne bir damla az.,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAQ2048XTR,Otomatik çamaşır makinesi,Serie | 6,0,ActiveWater™ Plus: Hassas sensör sistemi ile çamaşır miktarına göre en verimli su tüketimini sağlar.,A+++ enerji verimlilik seviyesi.,"Alerjen bünyeler ve çocuklar için geliştirilmiş ECARF sertifikalı ""AllergyPlus&Baby"" programı",WaveDrum™: Dalga yapılı tambur ile güçlü veya narin yıkama.,VarioPerfect™ ile %65 e varan oranda zaman; %50 ye varan oranda enerji tasarrufu.
WAQ20480TR,arsiv,arsiv,Avantixx 8 VarioPerfect,//media3.bosch-home.com/Product_Shots/600x600/MCSA00652525_WAQ20480TR_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAQ20480TR?breadcrumb=null,0,0,Avantixx serisi ActiveWater™PLUS ile çamaşır miktarına göre su tüketimini sağlar; ne bir damla fazla ne bir damla az.,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAQ20480TR,Otomatik çamaşır makinesi,Serie | 6,0,ActiveWater™ Plus: Hassas sensör sistemi ile çamaşır miktarına göre en verimli su tüketimini sağlar.,A+++ -10% enerji sınıfı ile en üst enerji sınıfından %10 daha tasarruflu.,"Alerjen bünyeler ve çocuklar için geliştirilmiş ECARF sertifikalı ""AllergyPlus&Baby"" programı",WaveDrum™: Dalga yapılı tambur ile güçlü veya narin yıkama.,VarioPerfect™ ile %65 e varan oranda zaman; %50 ye varan oranda enerji tasarrufu.
WAQ20461TR,arsiv,arsiv,Avantixx 7 VarioPerfect,//media3.bosch-home.com/Product_Shots/600x600/MCSA00635422_WAQ20461TR_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAQ20461TR?breadcrumb=null,0,0,Avantixx serisi ActiveWater™PLUS ile çamaşır miktarına göre su tüketimini sağlar; ne bir damla fazla ne bir damla az.,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAQ20461TR,Otomatik çamaşır makinesi,Serie | 6,0,ActiveWater™ Plus: Hassas sensör sistemi ile çamaşır miktarına göre en verimli su tüketimini sağlar.,A+++ -10% enerji sınıfı ile en üst enerji sınıfından %10 daha tasarruflu.,"Alerjen bünyeler ve çocuklar için geliştirilmiş ECARF sertifikalı ""AllergyPlus&Baby"" programı",WaveDrum™: Dalga yapılı tambur ile güçlü veya narin yıkama.,VarioPerfect™ ile %65 e varan oranda zaman; %50 ye varan oranda enerji tasarrufu.
WAQ2042STR,arsiv,arsiv,Avantixx 7 VarioPerfect,//media3.bosch-home.com/Product_Shots/600x600/MCSA00702789_WAQ2042STR_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAQ2042STR?breadcrumb=null,0,0,Avantixx serisi ActiveWater™PLUS ile çamaşır miktarına göre su tüketimini sağlar; ne bir damla fazla ne bir damla az.,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAQ2042STR,Otomatik çamaşır makinesi,Serie | 6,0,ActiveWater™ Plus: Hassas sensör sistemi ile çamaşır miktarına göre en verimli su tüketimini sağlar.,A+++ -10% enerji sınıfı ile en üst enerji sınıfından %10 daha tasarruflu.,"Alerjen bünyeler ve çocuklar için geliştirilmiş ECARF sertifikalı ""AllergyPlus&Baby"" programı",WaveDrum™: Dalga yapılı tambur ile güçlü veya narin yıkama.,%65 e varan oranda zaman; %50 ye varan oranda enerji tasarrufu.
WAQ16461TR,arsiv,arsiv,Avantixx 7 VarioPerfect,//media3.bosch-home.com/Product_Shots/600x600/MCSA00702788_WAQ16461_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAQ16461TR?breadcrumb=null,0,0,Avantixx serisi ActiveWater™PLUS ile çamaşır miktarına göre su tüketimini sağlar; ne bir damla fazla ne bir damla az.,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAQ16461TR,Otomatik çamaşır makinesi,Serie | 6,0,ActiveWater™ Plus: Hassas sensör sistemi ile çamaşır miktarına göre en verimli su tüketimini sağlar.,A+++ -10% enerji sınıfı ile en üst enerji sınıfından %10 daha tasarruflu.,"Alerjen bünyeler ve çocuklar için geliştirilmiş ECARF sertifikalı ""AllergyPlus&Baby"" programı",WaveDrum™: Dalga yapılı tambur ile güçlü veya narin yıkama.,VarioPerfect™ ile %65 e varan oranda zaman; %50 ye varan oranda enerji tasarrufu.
WAK24210TR,arsiv,arsiv,Otomatik çamaşır makinesi,//media3.bosch-home.com/Product_Shots/600x600/MCSA00723531_WAK24210TR_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAK24210TR?breadcrumb=null,0,0,Maxx serisi VarioPerfect™ ile hızlı yada verimli çamaşır yıkama imkanı sunuyor.,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAK24210TR,-,Serie | 4,0,VarioPerfect™ ile %65 e varan oranda zaman; %50 ye varan oranda enerji tasarrufu.,A+++ enerji verimlilik seviyesi.,WaveDrum™: Dalga yapılı tambur ile güçlü veya narin yıkama.,ActiveWater™: 2 kademeli miktar otomaği sudan tasarruf edilmesini sağlar.,
WAK2021STR,arsiv,arsiv,Otomatik çamaşır makinesi,//media3.bosch-home.com/Product_Shots/600x600/MCSA00615597_WAK2021STR_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAK2021STR?breadcrumb=null,0,0,Maxx serisi VarioPerfect™ ile hızlı yada verimli çamaşır yıkama imkanı sunuyor.,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAK2021STR,-,Serie | 4,0,%65 e varan oranda zaman; %50 ye varan oranda enerji tasarrufu.,A+++ enerji verimlilik seviyesi.,WaveDrum™: Dalga yapılı tambur ile güçlü veya narin yıkama.,Aktif Su™: 2 kademeli miktar otomaği sudan tasarruf edilmesini sağlar.,
WAK20210TR,arsiv,arsiv,Otomatik çamaşır makinesi,//media3.bosch-home.com/Product_Shots/600x600/MCSA00615595_WAK20210TR_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAK20210TR?breadcrumb=null,0,0,Maxx serisi VarioPerfect™ ile hızlı yada verimli çamaşır yıkama imkanı sunuyor.,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAK20210TR,-,Serie | 4,0,VarioPerfect™ ile %65 e varan oranda zaman; %50 ye varan oranda enerji tasarrufu.,A+++ enerji verimlilik seviyesi.,WaveDrum™: Dalga yapılı tambur ile güçlü veya narin yıkama.,ActiveWater™: 2 kademeli miktar otomaği sudan tasarruf edilmesini sağlar.,
WAK2020STR,arsiv,arsiv,Otomatik çamaşır makinesi,//media3.bosch-home.com/Product_Shots/600x600/MCSA00615593_WAK2020STR_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAK2020STR?breadcrumb=null,0,0,Maxx serisi VarioPerfect™ ile hızlı yada verimli çamaşır yıkama imkanı sunuyor.,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAK2020STR,-,Serie | 4,0,VarioPerfect™ ile %65 e varan oranda zaman; %50 ye varan oranda enerji tasarrufu.,A+++ enerji verimlilik seviyesi.,WaveDrum™: Dalga yapılı tambur ile güçlü veya narin yıkama.,ActiveWater™: 2 kademeli miktar otomaği sudan tasarruf edilmesini sağlar.,
WAK20201TR,arsiv,arsiv,Otomatik çamaşır makinesi,//media3.bosch-home.com/Product_Shots/600x600/MCSA00615591_WAK20201TR_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAK20201TR?breadcrumb=null,0,0,Maxx serisi VarioPerfect™ ile hızlı yada verimli çamaşır yıkama imkanı sunuyor.,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAK20201TR,-,Serie | 4,0,%65 e varan oranda zaman; %50 ye varan oranda enerji tasarrufu.,A+++ enerji verimlilik seviyesi.,WaveDrum™: Dalga yapılı tambur ile güçlü veya narin yıkama.,Aktif Su™: 2 kademeli miktar otomaği sudan tasarruf edilmesini sağlar.,
WAK20200TR,arsiv,arsiv,Otomatik çamaşır makinesi,//media3.bosch-home.com/Product_Shots/600x600/MCSA00615589_WAK20200TR_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAK20200TR?breadcrumb=null,0,0,Maxx serisi VarioPerfect™ ile hızlı yada verimli çamaşır yıkama imkanı sunuyor.,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAK20200TR,-,Serie | 4,0,VarioPerfect™ ile %65 e varan oranda zaman; %50 ye varan oranda enerji tasarrufu.,A+++ enerji verimlilik seviyesi.,WaveDrum™: Dalga yapılı tambur ile güçlü veya narin yıkama.,ActiveWater™: 2 kademeli miktar otomaği sudan tasarruf edilmesini sağlar.,
WAK16200TR,arsiv,arsiv,Otomatik çamaşır makinesi,//media3.bosch-home.com/Product_Shots/600x600/MCSA00615583_WAK16200TR_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAK16200TR?breadcrumb=null,0,0,Maxx serisi VarioPerfect™ ile hızlı yada verimli çamaşır yıkama imkanı sunuyor.,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAK16200TR,-,Serie | 4,0,VarioPerfect™ ile %65 e varan oranda zaman; %50 ye varan oranda enerji tasarrufu.,A+++ enerji verimlilik seviyesi.,WaveDrum™: Dalga yapılı tambur ile güçlü veya narin yıkama.,ActiveWater™: 2 kademeli miktar otomaği sudan tasarruf edilmesini sağlar.,
WAE24460TR,arsiv,arsiv,Maxx 7,//media3.bosch-home.com/Product_Shots/600x600/MCSA027329_WAE24460TR_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAE24460TR?breadcrumb=null,0,0,-,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAE24460TR,Otomatik çamaşır makinesi,-,0,Enerji Etiketi: A / A / B,7 kg kapasite,Devir sayısı: 400 - 1200 dev/dak,Soğuk su girişi,
WAE24460BC,arsiv,arsiv,Maxx 7,//media3.bosch-home.com/Product_Shots/600x600/MCSA028353_WAE24460BC_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAE24460BC?breadcrumb=null,0,0,-,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAE24460BC,Otomatik çamaşır makinesi,-,0,Enerji Etiketi: A / A / B,7 kg kapasite,Devir sayısı: 400 - 1200 dev/dak,Soğuk su girişi,
WAE2441GTR,arsiv,arsiv,Maxx 7,//media3.bosch-home.com/Product_Shots/600x600/MCSA025934_WAE2441GTR_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAE2441GTR?breadcrumb=null,0,0,-,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAE2441GTR,Otomatik çamaşır makinesi,-,0,Enerji Etiketi: A / A / B,7 kg kapasite,7 kg yıkama kapasitesi,Devir sayısı: 400 - 1200 dev/dak,
WAE20460TR,arsiv,arsiv,Maxx 7,//media3.bosch-home.com/Product_Shots/600x600/MCSA025572_WAE20460TR_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAE20460TR?breadcrumb=null,0,0,-,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAE20460TR,Otomatik çamaşır makinesi,-,0,Enerji Etiketi: A / A / C,7 kg kapasite,Devir sayısı: 400 - 1000 dev/dak,Soğuk su girişi,
WAE20460BC,arsiv,arsiv,Maxx 6,//media3.bosch-home.com/Product_Shots/600x600/MCSA028374_WAE20460BC_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAE20460BC?breadcrumb=null,0,0,-,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAE20460BC,Otomatik çamaşır makinesi,-,0,Enerji Etiketi: A / A / C,6 kg kapasite,6 kg yıkama kapasitesi,Devir sayısı: 400 - 1000 dev/dak,
WAE20410TR,arsiv,arsiv,Maxx 7,//media3.bosch-home.com/Product_Shots/600x600/MCSA027373_WAE20410TR_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAE20410TR?breadcrumb=null,0,0,-,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAE20410TR,Otomatik çamaşır makinesi,-,0,Enerji Etiketi: A / A / C,7 kg kapasite,Sıcak-soğuk su girişi,Devir sayısı: 400 - 1000 dev/dak,
WAE20410BC,arsiv,arsiv,Maxx 7,//media3.bosch-home.com/Product_Shots/600x600/MCSA028346_WAE20410BC_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAE20410BC?breadcrumb=null,0,0,-,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAE20410BC,Otomatik çamaşır makinesi,-,0,Enerji Etiketi: A / A / C,7 kg kapasite,7 kg yıkama kapasitesi,Devir sayısı: 400 - 1000 dev/dak,
WAE20261TR,arsiv,arsiv,Maxx 6,//media3.bosch-home.com/Product_Shots/600x600/MCSA041528_WAE20261TR_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAE20261TR?breadcrumb=null,0,0,-,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAE20261TR,Otomatik çamaşır makinesi,-,0,Enerji Etiketi: A / A / C,"Enerji tüketimi: ""A-%10"" (A enerji sınıfından %10 daha tasarrufludur)",6 kg kapasite,Devir sayısı: 400 - 1000 dev/dak,
WAE1816KBC,arsiv,arsiv,Maxx 6 Maxx for Kids,//media3.bosch-home.com/Product_Shots/600x600/MCSA028344_WAE1816KBC_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAE1816KBC?breadcrumb=null,0,0,-,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAE1816KBC,Otomatik çamaşır makinesi,-,0,Enerji Etiketi: A / A / D,6 kg kapasite,Devir sayısı: 600 - 900 dev/dak,çok katlı su koruma,
WAE16460TR,arsiv,arsiv,Maxx 7,//media3.bosch-home.com/Product_Shots/600x600/MCSA027325_WAE16460TR_def.jpg,0,https://www.bosch-home.com.tr/urun-listesi/arsiv/WAE16460TR?breadcrumb=null,0,0,-,,-,https://www.bosch-home.com.tr/yetkili-saticilar?product=WAE16460TR,Otomatik çamaşır makinesi,-,0,Enerji Etiketi: A / A / D,7 kg kapasite,Devir sayısı: 400 - 800 dev/dak,Soğuk su girişi,
